Name;Dataset;Index;Feature 0;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5;Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Feature 11;Feature 12;Feature 13;Feature 14;Feature 15;Feature 16;Feature 17;Feature 18;Feature 19;Feature 20;Feature 21;Feature 22;Feature 23;Feature 24;Feature 25;Feature 26;Feature 27;Feature 28;Feature 29;Feature 30;Feature 31;Feature 32;Feature 33;Feature 34;Feature 35;Feature 36;Feature 37;Feature 38;Feature 39;Feature 40;Feature 41;Feature 42;Feature 43;Feature 44;Feature 45;Feature 46;Feature 47;Feature 48;Feature 49;Feature 50;Feature 51;Feature 52;Feature 53;Feature 54;Feature 55;Feature 56;Feature 57;Feature 58;Feature 59;Feature 60;Feature 61;Feature 62;Feature 63
feature importances;ENRON+INFO1+EUSES;20;0,01598617;0,00400211;0,00704681;0,00683622;0,00889558;0,01053875;0,01052086;0,01380941;0,03679351;0,02437455;0,01314860;0,00052367;0,03071050;0,00317766;0,02021706;0,02083897;0,01230643;0,00141057;0,00998041;0,02494397;0,00343185;0,00228290;0,00381094;0,00240830;0,00130746;0,00040253;0,01941084;0,00715045;0,00861936;0,04607869;0,00644830;0,00230203;0,00173966;0,04855220;0,00213802;0,00082677;0,00193184;0,01586202;0,02461334;0,03830705;0,00349274;0,03308151;0,02306516;0,02350042;0,01340527;0,00015589;0,05490581;0,01974952;0,01021104;0,00002122;0,00000000;0,01754334;0,00571295;0,00000000;0,04226057;0,03867121;0,02305219;0,03261698;0,00937558;0,02835746;0,00407222;0,02633960;0,04526985;0,03145310
feature importances;ENRON+INFO1+EUSES;21;0,02147655;0,00362037;0,00283181;0,00324400;0,01234467;0,01456991;0,00065474;0,01888139;0,04312853;0,02600609;0,00868317;0,00263733;0,01994188;0,00853582;0,04401343;0,01768612;0,00401554;0,00181022;0,02120407;0,02266396;0,00087141;0,00738951;0,00492117;0,00156710;0,00103667;0,00012796;0,01844304;0,00130892;0,01866933;0,03675851;0,01173956;0,00135733;0,00091159;0,04090966;0,00560645;0,00243057;0,00166281;0,01366175;0,02365154;0,03727443;0,00179397;0,03369839;0,00655598;0,01448705;0,00258597;0,00117996;0,03737812;0,01993056;0,01324771;0,00000000;0,00000000;0,02082076;0,00316359;0,00000000;0,03376005;0,03658810;0,03487807;0,03784596;0,00742750;0,04403186;0,01179925;0,01404517;0,05831754;0,03821550
feature importances;ENRON+INFO1+EUSES;22;0,01954114;0,00385553;0,00762306;0,00594334;0,01229118;0,01094367;0,00166317;0,01522430;0,03708709;0,02986540;0,01383182;0,00119113;0,01153936;0,00357804;0,01851420;0,02174644;0,00170609;0,00198825;0,00801138;0,03772567;0,00073926;0,00768492;0,00905849;0,00126500;0,00097715;0,00023075;0,01913704;0,00666603;0,01080441;0,02018001;0,00655320;0,00156401;0,00158875;0,06767964;0,00378637;0,00364967;0,00000504;0,02111236;0,03294303;0,02809473;0,00414220;0,03584061;0,01343579;0,02251060;0,01634137;0,00341616;0,03827632;0,03089556;0,00934914;0,00000000;0,00000000;0,01526153;0,00744153;0,00000000;0,04510276;0,04045942;0,04081473;0,01854263;0,00841966;0,02587729;0,00940088;0,01646990;0,05264699;0,03776480
feature importances;ENRON+INFO1+EUSES;23;0,02588680;0,00557440;0,00277354;0,00985007;0,01093898;0,00886030;0,00525360;0,01756061;0,03632483;0,02202414;0,00987298;0,00048783;0,01108589;0,00475423;0,03671564;0,01846280;0,00314577;0,00179477;0,01468016;0,02435157;0,00113084;0,00427557;0,00357669;0,00117623;0,00183617;0,00009515;0,01695772;0,00945302;0,01316750;0,04951085;0,00484407;0,00051605;0,00113151;0,01991415;0,00236503;0,00336233;0,00705809;0,02248654;0,02822316;0,02761832;0,00279279;0,04506374;0,01262377;0,02160133;0,01468829;0,00278739;0,03954083;0,01964223;0,01722961;0,00000000;0,00000000;0,02916126;0,00631695;0,00000000;0,02850866;0,05014244;0,02132132;0,03176023;0,00697103;0,03564435;0,00458685;0,04114259;0,03875473;0,04062174
feature importances;ENRON+INFO1+EUSES;24;0,02392610;0,00422367;0,00296906;0,00408779;0,01692650;0,01159038;0,00273213;0,01748446;0,04708982;0,02522355;0,00871208;0,00094170;0,01894975;0,00675204;0,01376178;0,01580083;0,00744214;0,00164648;0,02264620;0,03413508;0,00144246;0,00788587;0,00738817;0,00115772;0,00062201;0,00038561;0,02433476;0,00202170;0,01100637;0,03518445;0,01935421;0,00205505;0,00158505;0,04021620;0,00562953;0,00457835;0,00084092;0,01785745;0,01479959;0,03412794;0,00210561;0,03887557;0,02561912;0,01141128;0,01417741;0,00460318;0,03672880;0,01355242;0,01689505;0,00001131;0,00000000;0,01923352;0,00149956;0,00000000;0,04186944;0,03449331;0,03195588;0,04183459;0,00836537;0,03033055;0,00526316;0,01700367;0,05098454;0,03367170
feature importances;ENRON+INFO1+EUSES;25;0,02018131;0,00395508;0,01203197;0,00798143;0,01055130;0,01491180;0,00648828;0,01760354;0,03842815;0,02482383;0,00535226;0,00072564;0,01794573;0,00516720;0,01536493;0,02284807;0,00894470;0,00106524;0,00919863;0,02572928;0,00052073;0,00036377;0,00541847;0,00231862;0,00106469;0,00014153;0,01518849;0,00042721;0,01759856;0,03999758;0,00769438;0,00133706;0,00158205;0,03774527;0,01377084;0,00259614;0,00443189;0,00943613;0,03200465;0,03145760;0,00202377;0,04243087;0,01803601;0,01343675;0,00223357;0,00796591;0,03821334;0,01808895;0,01374860;0,00001319;0,00000000;0,03346692;0,00202937;0,00000000;0,02214554;0,04281966;0,03552806;0,02909558;0,01759927;0,05380378;0,00891877;0,02234166;0,05168499;0,02998143
feature importances;ENRON+INFO1+EUSES;26;0,02033492;0,00234878;0,00458088;0,00325071;0,01150266;0,01163823;0,00139848;0,01867685;0,04352706;0,02305926;0,00690080;0,00035438;0,02410280;0,00553675;0,02219454;0,01998579;0,00995277;0,00156172;0,01682627;0,02236075;0,00374954;0,00369971;0,00671912;0,00079929;0,00032908;0,00020174;0,01716330;0,00411047;0,01209316;0,01942164;0,01036406;0,00037295;0,00225230;0,05102476;0,00151153;0,00180518;0,00168669;0,03913933;0,01968203;0,04121157;0,00158641;0,02589664;0,02461486;0,02770223;0,00783443;0,00165924;0,03538036;0,02157814;0,00793988;0,00000000;0,00000000;0,02773747;0,00120229;0,00000000;0,02678405;0,03032517;0,02666166;0,02178145;0,00939473;0,05969981;0,00499068;0,04267907;0,03896770;0,04815190
feature importances;ENRON+INFO1+EUSES;27;0,02592152;0,00511438;0,00841501;0,00822463;0,00986290;0,01145231;0,00380689;0,01556541;0,04269378;0,02526086;0,01755032;0,01247655;0,00911041;0,00440533;0,01406871;0,01983805;0,01241620;0,00159222;0,01074853;0,02391146;0,00248450;0,00263001;0,00507384;0,00151961;0,00097482;0,00040238;0,01968393;0,00126711;0,01295337;0,05494605;0,00555086;0,00035986;0,00116106;0,03467711;0,00793298;0,00334426;0,00032218;0,02149947;0,03880831;0,03218874;0,00158943;0,03238994;0,00890917;0,02938445;0,01455430;0,00215266;0,05106869;0,02128966;0,02296768;0,00000000;0,00000000;0,02408936;0,00541509;0,00000000;0,02739314;0,03056072;0,02819214;0,03036760;0,00847747;0,03490370;0,01208371;0,01596410;0,03442794;0,03360317
feature importances;ENRON+INFO1+EUSES;28;0,02507578;0,00291236;0,01680829;0,00646415;0,01729425;0,01708584;0,00070034;0,01904790;0,05196065;0,02782552;0,00555817;0,00216484;0,01727295;0,00902504;0,03300443;0,01016899;0,01000639;0,00156913;0,00567658;0,02617970;0,00120505;0,00289949;0,00616334;0,00185769;0,00076541;0,00018066;0,01314377;0,00394684;0,01199074;0,02084881;0,01290981;0,00027286;0,00166485;0,04004678;0,00781288;0,00066807;0,00021407;0,00941455;0,02861599;0,04286226;0,00223493;0,05139245;0,01601439;0,03164400;0,00257917;0,00194144;0,02610545;0,02271830;0,01157962;0,00000000;0,00000000;0,02314561;0,00308163;0,00000000;0,03612485;0,05601421;0,02456165;0,02575463;0,01225696;0,04161837;0,00415695;0,02021666;0,04692248;0,02665099
feature importances;ENRON+INFO1+EUSES;29;0,01410555;0,00335773;0,00746131;0,01269950;0,00852736;0,00956121;0,00056387;0,01557063;0,04245821;0,02804495;0,03281952;0,00073245;0,00761314;0,00551242;0,00948627;0,03142676;0,00596918;0,00134375;0,01253013;0,03072059;0,00257277;0,00025387;0,00383656;0,00306568;0,00126491;0,00000843;0,01608890;0,00607234;0,01024574;0,03700904;0,00535483;0,00064715;0,00178122;0,03135888;0,00113990;0,00039557;0,00187877;0,03302569;0,01189399;0,04112989;0,00194360;0,05044292;0,00810230;0,01659272;0,00480727;0,00406124;0,03685093;0,02107953;0,00941986;0,00000000;0,00000000;0,05699292;0,00454366;0,00000000;0,01992599;0,05888221;0,01828237;0,01959456;0,01013193;0,02400994;0,00853830;0,03983593;0,05551727;0,04091589
